path,label,status,split_gap
7_17/1105_0_processed.png,38,labeled,3
7_17/1106_0_processed.png,09,labeled,3
7_17/1106_1_processed.png,38,labeled,3
7_17/1107_0_processed.png,09,labeled,3
7_17/1108_0_processed.png,09,labeled,3
7_17/1109_0_processed.png,09,labeled,3
7_17/1110_0_processed.png,09,labeled,3
7_17/1111_0_processed.png,71,labeled,3
7_17/1112_0_processed.png,71,labeled,3
7_17/1114_0_processed.png,71,labeled,3
7_17/1115_0_processed.png,71,labeled,3
7_17/1117_0_processed.png,71,labeled,3
7_17/1118_0_processed.png,71,labeled,3
7_17/1130_0_processed.png,38,labeled,3
7_17/1132_0_processed.png,38,labeled,3
7_17/1132_1_processed.png,09,labeled,3
7_17/1134_0_processed.png,38,labeled,3
7_17/1136_0_processed.png,38,labeled,3
7_17/1138_0_processed.png,71,labeled,3
7_17/1139_0_processed.png,71,labeled,3
7_17/1140_0_processed.png,71,labeled,3
7_17/1141_0_processed.png,71,labeled,3
7_17/636_0_processed.png,71,labeled,3
7_17/639_0_processed.png,71,labeled,3
7_17/643_0_processed.png,71,labeled,3
7_17/669_0_processed.png,38,labeled,3
7_17/672_0_processed.png,38,labeled,3
7_17/677_0_processed.png,71,labeled,3
7_17/678_0_processed.png,71,labeled,3
7_17/685_0_processed.png,38,labeled,3
7_17/687_0_processed.png,38,labeled,3
7_17/692_0_processed.png,38,labeled,3
7_17/746_0_processed.png,71,labeled,3
7_17/749_0_processed.png,71,labeled,3
7_17/765_0_processed.png,38,labeled,3
7_17/768_0_processed.png,38,labeled,3
7_17/771_0_processed.png,38,labeled,3
7_17/815_0_processed.png,71,labeled,3
7_17/816_0_processed.png,71,labeled,3
7_17/817_0_processed.png,71,labeled,3
7_17/818_0_processed.png,71,labeled,3
7_17/819_0_processed.png,71,labeled,3
7_17/821_0_processed.png,38,labeled,3
7_17/822_0_processed.png,38,labeled,3
7_17/823_0_processed.png,38,labeled,3
7_17/824_0_processed.png,38,labeled,3
7_17/825_0_processed.png,38,labeled,3
7_17/838_0_processed.png,09,labeled,3
7_17/839_0_processed.png,09,labeled,3
7_17/840_0_processed.png,09,labeled,3
7_17/841_0_processed.png,09,labeled,3
7_17/842_0_processed.png,09,labeled,3
7_17/843_0_processed.png,09,labeled,3
7_17/844_0_processed.png,09,labeled,3
7_17/845_0_processed.png,09,labeled,3
7_17/846_0_processed.png,09,labeled,3
7_17/848_0_processed.png,09,labeled,3
7_17/849_0_processed.png,38,labeled,3
7_17/851_0_processed.png,38,labeled,3
7_17/852_0_processed.png,38,labeled,3
7_17/854_0_processed.png,38,labeled,3
7_17/855_0_processed.png,38,labeled,3
7_17/856_0_processed.png,38,labeled,3
7_17/857_0_processed.png,38,labeled,3
7_17/858_0_processed.png,38,labeled,3
7_17/859_0_processed.png,38,labeled,3
7_17/860_0_processed.png,38,labeled,3
7_17/861_0_processed.png,38,labeled,3
7_17/862_0_processed.png,38,labeled,3
7_17/863_0_processed.png,38,labeled,3
7_17/865_0_processed.png,38,labeled,3
7_17/866_0_processed.png,09,labeled,3
7_17/867_0_processed.png,38,labeled,3
7_17/868_0_processed.png,09,labeled,3
7_17/870_0_processed.png,09,labeled,3
7_17/871_0_processed.png,38,labeled,3
7_17/872_0_processed.png,09,labeled,3
7_17/873_0_processed.png,38,labeled,3
7_17/874_0_processed.png,09,labeled,3
7_17/875_0_processed.png,38,labeled,3
7_17/876_0_processed.png,38,labeled,3
7_17/877_0_processed.png,38,labeled,3
7_17/878_0_processed.png,38,labeled,3
7_17/879_0_processed.png,38,labeled,3
7_17/880_0_processed.png,38,labeled,3
7_17/881_0_processed.png,38,labeled,3
7_17/883_0_processed.png,38,labeled,3
7_17/884_0_processed.png,38,labeled,3
7_17/885_0_processed.png,38,labeled,3
7_17/886_0_processed.png,38,labeled,3
7_17/894_0_processed.png,09,labeled,3
7_17/895_0_processed.png,09,labeled,3
7_17/896_0_processed.png,09,labeled,3
7_17/897_0_processed.png,09,labeled,3
7_17/898_0_processed.png,09,labeled,3
7_17/899_0_processed.png,09,labeled,3
7_17/900_0_processed.png,09,labeled,3
7_17/901_0_processed.png,09,labeled,3
7_17/902_0_processed.png,09,labeled,3
7_17/903_0_processed.png,09,labeled,3
7_17/904_0_processed.png,38,labeled,3
7_17/905_0_processed.png,38,labeled,3
7_17/906_0_processed.png,38,labeled,3
7_17/907_0_processed.png,38,labeled,3
7_17/908_0_processed.png,38,labeled,3
7_17/909_0_processed.png,09,labeled,3
7_17/910_0_processed.png,38,labeled,3
7_17/911_0_processed.png,09,labeled,3
7_17/912_0_processed.png,09,labeled,3
7_17/913_0_processed.png,09,labeled,3
7_17/915_0_processed.png,09,labeled,3
7_17/916_0_processed.png,09,labeled,3
7_17/917_0_processed.png,09,labeled,3
7_17/918_0_processed.png,09,labeled,3
7_17/919_0_processed.png,09,labeled,3
7_17/920_0_processed.png,09,labeled,3
7_17/921_0_processed.png,09,labeled,3
7_17/922_0_processed.png,09,labeled,3
7_17/923_0_processed.png,09,labeled,3
7_17/924_0_processed.png,09,labeled,3
7_17/925_0_processed.png,09,labeled,3
7_17/926_0_processed.png,09,labeled,3
7_17/927_0_processed.png,09,labeled,3
7_17/928_0_processed.png,09,labeled,3
7_17/929_0_processed.png,09,labeled,3
7_17/930_0_processed.png,09,labeled,3
7_17/931_0_processed.png,09,labeled,3
7_17/948_0_processed.png,38,labeled,3
7_17/949_0_processed.png,38,labeled,3
7_17/950_0_processed.png,38,labeled,3
7_17/951_0_processed.png,38,labeled,3
7_17/952_0_processed.png,38,labeled,3
7_17/953_0_processed.png,38,labeled,3
7_17/954_0_processed.png,38,labeled,3
7_17/955_0_processed.png,38,labeled,3
7_17/956_0_processed.png,38,labeled,3
7_17/957_0_processed.png,71,labeled,3
7_17/958_0_processed.png,71,labeled,3
7_17/959_0_processed.png,71,labeled,3
7_17/960_0_processed.png,71,labeled,3
7_17/961_0_processed.png,38,labeled,3
7_17/962_0_processed.png,71,labeled,3
7_17/963_0_processed.png,71,labeled,3
7_17/964_0_processed.png,38,labeled,3
7_17/965_0_processed.png,71,labeled,3
7_17/966_0_processed.png,71,labeled,3
7_17/967_0_processed.png,38,labeled,3
7_17/968_0_processed.png,71,labeled,3
7_17/969_0_processed.png,71,labeled,3
7_17/970_0_processed.png,38,labeled,3
7_17/971_0_processed.png,71,labeled,3
7_17/972_0_processed.png,71,labeled,3
7_17/973_0_processed.png,38,labeled,3
7_17/974_0_processed.png,71,labeled,3
7_17/975_0_processed.png,71,labeled,3
7_17/976_0_processed.png,38,labeled,3
7_17/977_0_processed.png,71,labeled,3
7_17/978_0_processed.png,71,labeled,3
7_17/979_0_processed.png,71,labeled,3
7_17/980_0_processed.png,71,labeled,3
7_17/981_0_processed.png,71,labeled,3
7_17/982_0_processed.png,71,labeled,3
7_17/985_0_processed.png,71,labeled,3
7_17/986_0_processed.png,71,labeled,3
7_17/988_0_processed.png,71,labeled,3
7_17/989_0_processed.png,71,labeled,3
7_17/990_0_processed.png,71,labeled,3
7_17/991_0_processed.png,71,labeled,3
7_17/992_0_processed.png,71,labeled,3
7_17/993_0_processed.png,71,labeled,3
7_17/995_0_processed.png,71,labeled,3
7_17/996_0_processed.png,71,labeled,3
7_17/997_0_processed.png,71,labeled,3
7_17/998_0_processed.png,71,labeled,3
7_17/999_0_processed.png,71,labeled,3
numbers/(100)_crop_0.jpg,76,labeled,3
numbers/(101)_crop_0.jpg,17,labeled,3
numbers/(102)_crop_0.jpg,15,labeled,3
numbers/(104)_crop_0.jpg,76,labeled,3
numbers/(11)_crop_0.jpg,74,labeled,3
numbers/(110)_crop_0.jpg,15,labeled,3
numbers/(114)_crop_0.jpg,89,labeled,3
numbers/(120)_crop_0.jpg,89,labeled,3
numbers/(13)_crop_0.jpg,74,labeled,3
numbers/(130)_crop_0.jpg,76,labeled,3
numbers/(131)_crop_0.jpg,15,labeled,3
numbers/(133)_crop_0.jpg,76,labeled,3
numbers/(139)_crop_0.jpg,74,labeled,3
numbers/(14)_crop_0.jpg,74,labeled,3
numbers/(147)_crop_0.jpg,74,labeled,3
numbers/(149)_crop_0.jpg,74,labeled,3
numbers/(163)_crop_0.jpg,89,labeled,3
numbers/(166)_crop_0.jpg,89,labeled,3
numbers/(168)_crop_0.jpg,89,labeled,3
numbers/(17)_crop_0.jpg,74,labeled,3
numbers/(170)_crop_0.jpg,89,labeled,3
numbers/(171)_crop_0.jpg,65,labeled,3
numbers/(172)_crop_0.jpg,89,labeled,3
numbers/(173)_crop_0.jpg,89,labeled,3
numbers/(175)_crop_0.jpg,15,labeled,3
numbers/(177)_crop_0.jpg,76,labeled,3
numbers/(178)_crop_0.jpg,15,labeled,3
numbers/(179)_crop_0.jpg,76,labeled,3
numbers/(180)_crop_0.jpg,17,labeled,3
numbers/(181)_crop_0.jpg,15,labeled,3
numbers/(183)_crop_0.jpg,74,labeled,3
numbers/(184)_crop_0.jpg,17,labeled,3
numbers/(186)_crop_0.jpg,74,labeled,3
numbers/(187)_crop_0.jpg,17,labeled,3
numbers/(19)_crop_0.jpg,74,labeled,3
numbers/(193)_crop_0.jpg,17,labeled,3
numbers/(21)_crop_0.jpg,89,labeled,3
numbers/(22)_crop_0.jpg,89,labeled,3
numbers/(24)_crop_0.jpg,76,labeled,3
numbers/(25)_crop_0.jpg,15,labeled,3
numbers/(26)_crop_0.jpg,76,labeled,3
numbers/(27)_crop_0.jpg,15,labeled,3
numbers/(29)_crop_0.jpg,76,labeled,3
numbers/(31)_crop_0.jpg,15,labeled,3
numbers/(32)_crop_0.jpg,89,labeled,3
numbers/(35)_crop_0.jpg,89,labeled,3
numbers/(37)_crop_0.jpg,89,labeled,3
numbers/(41)_crop_0.jpg,74,labeled,3
numbers/(44)_crop_0.jpg,74,labeled,3
numbers/(48)_crop_0.jpg,74,labeled,3
numbers/(49)_crop_0.jpg,74,labeled,3
numbers/(5)_crop_0.jpg,74,labeled,3
numbers/(53)_crop_0.jpg,74,labeled,3
numbers/(58)_crop_0.jpg,89,labeled,3
numbers/(60)_crop_0.jpg,89,labeled,3
numbers/(61)_crop_0.jpg,89,labeled,3
numbers/(63)_crop_0.jpg,89,labeled,3
numbers/(65)_crop_0.jpg,89,labeled,3
numbers/(67)_crop_0.jpg,76,labeled,3
numbers/(71)_crop_0.jpg,76,labeled,3
numbers/(72)_crop_0.jpg,17,labeled,3
numbers/(73)_crop_0.jpg,15,labeled,3
numbers/(75)_crop_0.jpg,76,labeled,3
numbers/(76)_crop_0.jpg,17,labeled,3
numbers/(77)_crop_0.jpg,15,labeled,3
numbers/(8)_crop_0.jpg,76,labeled,3
numbers/(80)_crop_0.jpg,89,labeled,3
numbers/(82)_crop_0.jpg,89,labeled,3
numbers/(83)_crop_0.jpg,89,labeled,3
numbers/(84)_crop_0.jpg,76,labeled,3
numbers/(85)_crop_0.jpg,15,labeled,3
numbers/(86)_crop_0.jpg,76,labeled,3
numbers/(87)_crop_0.jpg,15,labeled,3
numbers/(92)_crop_0.jpg,89,labeled,3
numbers/(93)_crop_0.jpg,89,labeled,3
numbers/(95)_crop_0.jpg,89,labeled,3
numbers/(96)_crop_0.jpg,89,labeled,3
numbers/(98)_crop_0.jpg,89,labeled,3
numbers/(99)_crop_0.jpg,89,labeled,3
numbers/07-.jpg,07,labeled,3
numbers/07-10.jpg,07,labeled,3
numbers/07-3.jpg,07,labeled,3
numbers/07-4.jpg,07,labeled,3
numbers/07-5.jpg,07,labeled,3
numbers/07-6.jpg,07,labeled,3
numbers/07-7.jpg,07,labeled,3
numbers/07-8.jpg,07,labeled,3
numbers/07-9.jpg,07,labeled,3
numbers/07.jpg,07,labeled,3
numbers/0_1.jpg,91,labeled,3
numbers/1001_0_processed.png,71,labeled,3
numbers/1002_0_processed.png,71,labeled,3
numbers/1003_0_processed.png,71,labeled,3
numbers/1003_crop_0.jpg,20,labeled,3
numbers/1004_0_processed.png,71,labeled,3
numbers/1004_crop_0.jpg,47,labeled,3
numbers/1005_0_processed.png,71,labeled,3
numbers/1005_crop_0.jpg,36,labeled,3
numbers/1006_0_processed.png,71,labeled,3
numbers/1007_0_processed.png,71,labeled,3
numbers/1008_0_processed.png,71,labeled,3
numbers/1009_0_processed.png,71,labeled,3
numbers/1010_0_processed.png,71,labeled,3
numbers/1011_crop_0.jpg,20,labeled,3
numbers/1012_0_processed.png,71,labeled,3
numbers/1013_crop_0.jpg,36,labeled,3
numbers/1014_0_processed.png,71,labeled,3
numbers/1014_crop_0.jpg,48,labeled,3
numbers/1015_0_processed.png,71,labeled,3
numbers/1016_0_processed.png,71,labeled,3
numbers/1017_0_processed.png,71,labeled,3
numbers/1018_0_processed.png,71,labeled,3
numbers/1019_0_processed.png,71,labeled,3
numbers/1019_crop_0.jpg,48,labeled,3
numbers/101_crop_0.jpg,90,labeled,3
numbers/1020_0_processed.png,71,labeled,3
numbers/1020_crop_0.jpg,20,labeled,3
numbers/1021_0_processed.png,71,labeled,3
numbers/1021_crop_0.jpg,36,labeled,3
numbers/1022_0_processed.png,71,labeled,3
numbers/1023_0_processed.png,71,labeled,3
numbers/1023_crop_0.jpg,48,labeled,3
numbers/1025_0_processed.png,38,labeled,3
numbers/1026_0_processed.png,71,labeled,3
numbers/1027_0_processed.png,38,labeled,3
numbers/1027_crop_0.jpg,47,labeled,3
numbers/1028_0_processed.png,71,labeled,3
numbers/1028_crop_0.jpg,48,labeled,3
numbers/1029_0_processed.png,38,labeled,3
numbers/1029_crop_0.jpg,20,labeled,3
numbers/102_crop_0.jpg,29,labeled,3
numbers/1030_crop_0.jpg,47,labeled,3
numbers/1031_0_processed.png,38,labeled,3
numbers/1032_0_processed.png,38,labeled,3
numbers/1032_crop_0.jpg,36,labeled,3
numbers/1034_0_processed.png,38,labeled,3
numbers/1035_0_processed.png,38,labeled,3
numbers/1038_0_processed.png,38,labeled,3
numbers/1039_crop_0.jpg,47,labeled,3
numbers/1040_0_processed.png,38,labeled,3
numbers/1041_crop_0.jpg,36,labeled,3
numbers/1043_0_processed.png,38,labeled,3
numbers/1045_0_processed.png,38,labeled,3
numbers/1047_0_processed.png,38,labeled,3
numbers/1048_0_processed.png,38,labeled,3
numbers/1049_0_processed.png,38,labeled,3
numbers/104_crop_0.jpg,87,labeled,3
numbers/1050_0_processed.png,38,labeled,3
numbers/1051_0_processed.png,38,labeled,3
numbers/1053_crop_0.jpg,48,labeled,3
numbers/1055_0_processed.png,71,labeled,3
numbers/1058_0_processed.png,71,labeled,3
numbers/1058_crop_0.jpg,20,labeled,3
numbers/1060_crop_0.jpg,47,labeled,3
numbers/1061_0_processed.png,71,labeled,3
numbers/1062_0_processed.png,71,labeled,3
numbers/1063_0_processed.png,38,labeled,3
numbers/1065_0_processed.png,71,labeled,3
numbers/1065_crop_0.jpg,48,labeled,3
numbers/1066_0_processed.png,71,labeled,3
numbers/1067_0_processed.png,38,labeled,3
numbers/1069_0_processed.png,71,labeled,3
numbers/1070_0_processed.png,71,labeled,3
numbers/1070_crop_0.jpg,20,labeled,3
numbers/1071_0_processed.png,38,labeled,3
numbers/1071_crop_0.jpg,31,labeled,3
numbers/1072_0_processed.png,71,labeled,3
numbers/1073_0_processed.png,38,labeled,3
numbers/1074_0_processed.png,38,labeled,3
numbers/1075_0_processed.png,71,labeled,3
numbers/1076_0_processed.png,71,labeled,3
numbers/1076_crop_0.jpg,48,labeled,3
numbers/1077_0_processed.png,71,labeled,3
numbers/1078_0_processed.png,71,labeled,3
numbers/1079_0_processed.png,71,labeled,3
numbers/1079_crop_0.jpg,27,labeled,3
numbers/107_crop_0.jpg,98,labeled,3
numbers/1080_0_processed.png,71,labeled,3
numbers/1081_0_processed.png,71,labeled,3
numbers/1082_0_processed.png,71,labeled,3
numbers/1083_0_processed.png,71,labeled,3
numbers/1084_0_processed.png,71,labeled,3
numbers/1085_0_processed.png,09,labeled,3
numbers/1086_0_processed.png,09,labeled,3
numbers/1087_0_processed.png,09,labeled,3
numbers/1088_0_processed.png,09,labeled,3
numbers/108_crop_0.jpg,48,labeled,3
numbers/1090_0_processed.png,09,labeled,3
numbers/1091_crop_0.jpg,27,labeled,3
numbers/1096_0_processed.png,71,labeled,3
numbers/1096_crop_0.jpg,36,labeled,3
numbers/1097_0_processed.png,38,labeled,3
numbers/1098_0_processed.png,71,labeled,3
numbers/1099_0_processed.png,38,labeled,3
numbers/1099_1_processed.png,09,labeled,3
numbers/109_crop_0.jpg,40,labeled,3
numbers/10_1.jpg,91,labeled,3
numbers/1100_0_processed.png,38,labeled,3
numbers/1101_0_processed.png,71,labeled,3
numbers/1102_0_processed.png,38,labeled,3
numbers/1102_1_processed.png,09,labeled,3
numbers/1102_crop_0.jpg,27,labeled,3
numbers/1103_0_processed.png,09,labeled,3
numbers/1103_1_processed.png,38,labeled,3
numbers/1104_0_processed.png,71,labeled,3
numbers/1104_crop_0.jpg,34,labeled,3
numbers/1105_0_processed.png,38,labeled,3
numbers/1105_crop_0.jpg,48,labeled,3
numbers/1106_0_processed.png,09,labeled,3
numbers/1106_1_processed.png,38,labeled,3
numbers/1106_crop_0.jpg,20,labeled,3
numbers/1107_0_processed.png,09,labeled,3
numbers/1108_0_processed.png,09,labeled,3
numbers/1108_crop_0.jpg,36,labeled,3
numbers/1109_0_processed.png,09,labeled,3
numbers/1110_0_processed.png,09,labeled,3
numbers/1111_0_processed.png,71,labeled,3
numbers/1112_0_processed.png,71,labeled,3
numbers/1114_0_processed.png,71,labeled,3
numbers/1114_crop_0.jpg,27,labeled,3
numbers/1115_0_processed.png,71,labeled,3
numbers/1115_crop_0.jpg,47,labeled,3
numbers/1117_0_processed.png,71,labeled,3
numbers/1117_crop_0.jpg,48,labeled,3
numbers/1118_0_processed.png,71,labeled,3
numbers/1118_crop_0.jpg,20,labeled,3
numbers/1124_crop_0.jpg,48,labeled,3
numbers/1127_crop_0.jpg,27,labeled,3
numbers/1128_crop_0.jpg,48,labeled,3
numbers/1130_0_processed.png,38,labeled,3
numbers/1130_crop_0.jpg,16,labeled,3
numbers/1132_0_processed.png,38,labeled,3
numbers/1132_1_processed.png,09,labeled,3
numbers/1134_0_processed.png,38,labeled,3
numbers/1136_0_processed.png,38,labeled,3
numbers/1136_crop_0.jpg,48,labeled,3
numbers/1138_0_processed.png,71,labeled,3
numbers/1139_0_processed.png,71,labeled,3
numbers/1139_crop_0.jpg,20,labeled,3
numbers/113_crop_0.jpg,79,labeled,3
numbers/1140_0_processed.png,71,labeled,3
numbers/1141_0_processed.png,71,labeled,3
numbers/1141_crop_0.jpg,48,labeled,3
numbers/1145_crop_0.jpg,27,labeled,3
numbers/1146_crop_0.jpg,47,labeled,3
numbers/1147_crop_0.jpg,36,labeled,3
numbers/114_crop_0.jpg,84,labeled,3
numbers/1156_crop_0.jpg,27,labeled,3
numbers/1157_crop_0.jpg,47,labeled,3
numbers/1166_crop_0.jpg,20,labeled,3
numbers/1168_crop_0.jpg,47,labeled,3
numbers/116_crop_0.jpg,24,labeled,3
numbers/1176_crop_0.jpg,48,labeled,3
numbers/1177_crop_0.jpg,20,labeled,3
numbers/1179_crop_0.jpg,47,labeled,3
numbers/117_crop_0.jpg,91,labeled,3
numbers/1187_crop_0.jpg,48,labeled,3
numbers/1188_crop_0.jpg,20,labeled,3
numbers/118_crop_0.jpg,92,labeled,3
numbers/119(2)_crop_0.jpg,65,labeled,3
numbers/119_crop_0.jpg,95,labeled,3
numbers/11_1.jpg,91,labeled,3
numbers/1203_crop_0.jpg,36,labeled,3
numbers/120_crop_0.jpg,37,labeled,3
numbers/1213_crop_0.jpg,36,labeled,3
numbers/1215_crop_0.jpg,48,labeled,3
numbers/1219_crop_0.jpg,27,labeled,3
numbers/1221_crop_0.jpg,48,labeled,3
numbers/1222_crop_0.jpg,47,labeled,3
numbers/1225_crop_0.jpg,48,labeled,3
numbers/122_crop_0.jpg,51,labeled,3
numbers/124_crop_0.jpg,64,labeled,3
numbers/125(2)_crop_0.jpg,65,labeled,3
numbers/125_crop_0.jpg,68,labeled,3
numbers/127_crop_0.jpg,82,labeled,3
numbers/129_crop_0.jpg,90,labeled,3
numbers/12_1.jpg,91,labeled,3
numbers/131_crop_0.jpg,87,labeled,3
numbers/134_crop_0.jpg,98,labeled,3
numbers/135_crop_0.jpg,78,labeled,3
numbers/136_crop_0.jpg,84,labeled,3
numbers/138_crop_0.jpg,86,labeled,3
numbers/139_crop_0.jpg,93,labeled,3
numbers/13_1.jpg,91,labeled,3
numbers/13_crop_0.jpg,90,labeled,3
numbers/141_crop_0.jpg,40,labeled,3
numbers/143_crop_0.jpg,67,labeled,3
numbers/145_crop_0.jpg,76,labeled,3
numbers/146_crop_0.jpg,79,labeled,3
numbers/147_crop_0.jpg,84,labeled,3
numbers/149_crop_0.jpg,24,labeled,3
numbers/14_1.jpg,91,labeled,3
numbers/14_crop_0.jpg,90,labeled,3
numbers/151_crop_0.jpg,92,labeled,3
numbers/152_crop_0.jpg,95,labeled,3
numbers/154_crop_0.jpg,84,labeled,3
numbers/155(2)_crop_0.jpg,65,labeled,3
numbers/155_crop_0.jpg,84,labeled,3
numbers/156_crop_0.jpg,86,labeled,3
numbers/157_crop_0.jpg,93,labeled,3
numbers/158_crop_0.jpg,74,labeled,3
numbers/15_1.jpg,91,labeled,3
numbers/15_crop_0.jpg,84,labeled,3
numbers/16.jpg,91,labeled,3
numbers/160_crop_0.jpg,40,labeled,3
numbers/162_crop_0.jpg,67,labeled,3
numbers/163_crop_0.jpg,74,labeled,3
numbers/167_crop_0.jpg,84,labeled,3
numbers/168_crop_0.jpg,29,labeled,3
numbers/169_crop_0.jpg,85,labeled,3
numbers/16_crop_0.jpg,58,labeled,3
numbers/170_crop_0.jpg,87,labeled,3
numbers/171_crop_0.jpg,93,labeled,3
numbers/17_crop_0.jpg,90,labeled,3
numbers/180(2)_crop_0.jpg,49,labeled,3
numbers/181(2)_crop_0.jpg,68,labeled,3
numbers/18_crop_0.jpg,48,labeled,3
numbers/19_crop_0.jpg,58,labeled,3
numbers/1_1.jpg,91,labeled,3
numbers/20_crop_0.jpg,67,labeled,3
numbers/22_crop_0.jpg,90,labeled,3
numbers/25_crop_0.jpg,54,labeled,3
numbers/26_crop_0.jpg,90,labeled,3
numbers/27_1.jpg,91,labeled,3
numbers/28_1.jpg,91,labeled,3
numbers/29_1.jpg,91,labeled,3
numbers/29_crop_0.jpg,48,labeled,3
numbers/2_2.jpg,41,labeled,3
numbers/30_1.jpg,91,labeled,3
numbers/30_crop_0.jpg,58,labeled,3
numbers/31_1.jpg,91,labeled,3
numbers/31_crop_0.jpg,67,labeled,3
numbers/325_crop_0.jpg,75,labeled,3
numbers/32_1.jpg,91,labeled,3
numbers/330(2)_crop_0.jpg,65,labeled,3
numbers/330_crop_0.jpg,91,labeled,3
numbers/331_crop_0.jpg,87,labeled,3
numbers/332_crop_0.jpg,24,labeled,3
numbers/333_crop_0.jpg,39,labeled,3
numbers/334(2)_crop_0.jpg,68,labeled,3
numbers/336(2)_crop_0.jpg,65,labeled,3
numbers/337(2)_crop_0.jpg,65,labeled,3
numbers/337_crop_0.jpg,74,labeled,3
numbers/338_crop_0.jpg,81,labeled,3
numbers/339_crop_0.jpg,78,labeled,3
numbers/33_crop_0.jpg,90,labeled,3
numbers/341(2)_crop_0.jpg,65,labeled,3
numbers/341_crop_0.jpg,84,labeled,3
numbers/342_crop_0.jpg,84,labeled,3
numbers/344_crop_0.jpg,86,labeled,3
numbers/345_crop_0.jpg,95,labeled,3
numbers/347_crop_0.jpg,37,labeled,3
numbers/350_crop_0.jpg,40,labeled,3
numbers/351(2)_crop_0.jpg,65,labeled,3
numbers/351_crop_0.jpg,50,labeled,3
numbers/356_crop_0.jpg,80,labeled,3
numbers/360_crop_0.jpg,29,labeled,3
numbers/362_crop_0.jpg,86,labeled,3
numbers/363_crop_0.jpg,93,labeled,3
numbers/366(2)_crop_0.jpg,65,labeled,3
numbers/366_crop_0.jpg,98,labeled,3
numbers/367_crop_0.jpg,37,labeled,3
numbers/368_crop_0.jpg,61,labeled,3
numbers/369_crop_0.jpg,64,labeled,3
numbers/36_crop_0.jpg,65,labeled,3
numbers/373_crop_0.jpg,68,labeled,3
numbers/374_crop_0.jpg,69,labeled,3
